SL,User Name,Rating,Review,Medical Name,Resource_Link
353,Md Asif Hassan,5,Shere Bangla Medical College is one of the oldest medical in Barishal. It's area is large. It's a government medical so that their service isn't good enough. Medical environment is very much bad and noisy. Their emergency department is opened 24 hours. Their cardiology department is good in this area.Many times I went there and my experience isn't good enough.,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
354,HASIB MAHMUD,5,It's a well-known Hospital in the Barishal Division and with the best care😘😍.,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
355,Ripon Datta,5,"Sher-e-Bangla Medical College (SBMC), is a government medical College in Bangladesh, established in 1968. It is located in Barisal. It is affiliated with University of Dhaka as a constituent college.

SBMC awards MBBS degree and offers professional training and medical research facility at its hospital with 1000 beds. As per the declaration of overseas registration of the General Medical Council, the awarded MBBS degree during or after October 1984 is eligible to apply for limited registration in United Kingdom. The college has an area of about 33 ha. Student dormitories, nursing institute, nurses’ training institute, dormitory for staff nurses, and residences of teachers are situated on the campus.",Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
356,Sudipta Samaddar,5,"It is too much helpful for medical treatment for the people not only of this Barishal district but also of  all districts Barishal division.A lot of department with sufficient doctors are provided their fruitful service as per condition.Various medicine houses are available here to sell their products to its patient.Also,a lot of diagonosis centre like Modern diagonostic,Megna diagonostic,Ibna Sina diagonostic,etc are here for diagonosis it's patient's diseases.",Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
357,Ashis Kumar Halder,5,Best public hospital of all kinds of people.. All stuff of this hospital are kindly soft humanity…,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
358,Saif Niaz,4,Largest medical college of southern Bangla,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
359,Rayhan Mahmud,5,The grand hospital that gives hope to the people of the southern region of the country offering good and quality treatment from sincere doctors and staffs.,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
360,Imran Hossain,5,The largest medical college & hospital of west side of Padma river in Bangladesh.,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
361,Mahfuz Rahman,5,"Sher-e-Bangla Medical College, is a government medical school in Bangladesh, established in 1968. It is located in Barisal. It is affiliated with University of Dhaka as a constituent college. SBMC awards MBBS degree and offers professional training and medical research facility at its hospital with 1000 beds.",Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
362,Jahidur Rahman,5,"""Sher-e-Bangla Medical College"" The largest medical college in Asia .the only tertiary level hospital in southern part of Bangladesh. It's a government medical college and hospital. Construction began on the college on 6 November 1964, at which time it was known as Barisal Medical College. It opened to students in 1968.",Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
363,Hasnat Alamgir,3,"Sher-e-Bangla Medical College (SBMC), is a government medical College in Bangladesh, established in 1968. It is located in Barisal. It is affiliated with University of Dhaka as a constituent college.

SBMC awards MBBS degree and offers professional training and medical research facility at its hospital with 1000 beds. As per the declaration of overseas registration of the General Medical Council, the awarded MBBS degree during or after October 1984 is eligible to apply for limited registration in United Kingdom. The college has an area of about 33 ha. Student dormitories, nursing institute, nurses’ training institute, dormitory for staff nurses, and residences of teachers are situated on the campus.",Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
364,Tazbir Tonmoy,5,"Better hospital in greater south part of Bangladesh specially in Barisal. Dr. Cap. Sirajul Islam, Dr. Aminul Islam, Dr. Moniruzzaman, Dr. Jahangir Alam, Dr. Manabendra, Dr. Sharfuddin Ahmad, Dr. Istiak, Dr. Nusrat Jahan, Dr. Didar, Dr. Jahirul Haque Manik etc are some reputed doctors from this or belongs from this Medical",Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
365,Sazit Sharif,1,Hate this place....,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
366,arefin shifat,4,Largest govt. hospital in south asia.,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
367,Md. Abu Hurira,2,Service is not good. The authorities are dishonest.  Patients suffer much because of mismanagement.,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
368,S.M. Tanvir Reza,5,One of the best medical institute in southern part of Bangladesh .,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
369,R Rishad,5,The largest medical college in Asia .the only tertiary level hospital in southern part of Bangladesh. Best number of Doctors with very much studious and researchable  environment present there.,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
370,Masud Parvez,5,One of the biggest medical in south Asia. Their servic in average. But I had experience 12 years ago. That time their services was soo bad. My father was patient of this hospital. We got very poor services.,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
371,Mehedi Hasan Shaon,5,"South Asia's largest hospital.
The quality of medical service is greatly improved.",Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
372,Pranto,1,I've Never Seen Such a Dirty Hospital Like This One. People Will Get More Sick After Going There.,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
373,ENGR. TAWHEED HASAN,4,"Great Anatomy Dept. having respected Dr. Manabendra, Dr. Didar",Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
374,Sajol Datto,5,"though it has limitation, it is a good hospital .",Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
375,Mohian Khan,5,"Good government hospital. Got ICU, CCU support.",Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
376,rajib banerjee,3,"top medical college among bangladesh ,people get  medical facilities here",Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
377,Jubayer Rahman,5,"Sher-e-Bangla Medical College (SBMC), is a government medical school, established in 1968. It is affiliated with University of Dhaka as a constituent college. Student dormitories, nursing institute, nurses' training institute, dormitory for staff nurses, and residences of teachers are situated on the campus.",Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
378,Ripon Chandra Das,3,This medical college is eighth position of all medical college of Bangladesh and leargest health support of southern bengal.,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
379,Sakib SBMC,5,A great institute. Just love it.,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
380,Ahmed Miraz,5,I love this hospital,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
381,muntasir mamun Piash,5,"very old medical college in barishal
known as barishal medical college",Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
382,Zead Mahmud,4,"Love that hospital.. But, sometime it sucks.",Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
383,Nahid Hassan Redoy Moni,5,It's a unique designed medical college of Bangladesh.,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
384,tariq aziz,5,"My Beloved Campus, Really Awsm one",Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
385,Moniruzzaman Hasan,4,One of the best medical college of bd!!,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
386,Jalish Mahmud Sujon,5,Only Important treatment Centre In Barisal.,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
387,Junaed Islam,4,it is the best medical college & hospital in barisal,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
388,Liman Mandal,5,good,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
389,fahad hasan,4,nice town...wanna visit  borisal,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
390,Rony Efron,5,Sher e bangla medical college is not only a medical college. It's also a divisional medical,Sher-E-Bangla Medical College Hospital,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
